-- 0 --a:1  --b:24 ---
25:  2.53906%
26:  2.92969%
27:  2.24609%
28:  2.92969%
29:  2.05078%
30:  3.22266%
31:  3.22266%
32:  2.63672%
33:  3.125%
34:  2.34375%
35:  2.92969%
36:  2.73438%


-- 32 --a:1  --b:36 ---
3 8 28 23 25 10 34 17 9 18 31 28 13 34 25 24 18 19 35 18 12 21 16 5 21 4 4 21 4 3 29 7 29 24 24 11 27 25 16 8 19 3 30 9 17 6 2 2 10 15 11 23 10 29 22 9 2 13 29 8 23 17 27 4 3 18 31 4 11 24 3 24 26 22 12 25 8 15 11 20 6 1 20 22 3 29 31 4 29 28 1 25 10 11 22 35 16 28 2 15 1 22 33 23 29 23 11 21 10 25 17 26 5 23 27 2 17 20 20 27 18 34 25 1 10 33 6 24 23 4 9 35 28 12 21 4 4 27 28 9 3 18 12 29 7 34 24 2 30 29 34 2 32 35 33 16 1 15 23 2 29 18 6 12 23 26 14 22 16 26 32 15 28 7 7 15 27 23 5 23 19 11 10 17 22 30 10 21 29 1 19 2 21 24 4 18 19 25 27 1 1 30 7 25 5 9 13 9 19 4 19 2 29 15 11 21 17 22 35 1 32 30 33 21 12 9 32 17 22 14 7 13 14 24 8 1 5 22 25 10 25 20 21 31 7 31 16 25 4 29 4 12 15 23 11 30 3 15 22 33 9 31 2 31 7 16 24 28 9 9 7 9 32 5 17 35 14 20 3 19 15 6 33 14 8 27 25 31 6 16 16 34 3 5 16 22 32 33 29 10 17 15 25 32 7 12 1 3 11 18 23 33 35 29 1 18 4 35 9 3 2 18 23 10 5 20 12 15 13 2 24 35 11 23 33 33 33 29 1 11 25 20 12 25 4 26 31 21 9 19 32 9 19 19 23 4 28 33 27 11 2 7 26 18 26 35 5 28 15 10 10 24 10 26 27 13 1 13 32 21 22 31 6 10 4 11 23 5 3 11 8 18 24 19 33 28 4 23 9 21 32 18 16 33 30 23 7 10 25 31 24 26 3 6 18 18 9 2 10 34 17 17 13 35 18 19 22 32 10 30 26 28 4 8 35 1 2 3 6 9 4 24 28 13 11 34 13 33 33 2 22 13 32 8 15 21 11 30 21 19 33 34 28 20 12 19 15 29 28 23 26 8 20 32 23 34 32 17 30 17 6 26 32 1 22 13 23 11 5 34 22 33 24 10 12 4 14 13 27 11 14 3 2 33 5 2 9 29 26 24 20 24 17 1 14 33 15 28 16 4 25 14 25 2 20 28 32 18 2 29 20 2 32 5 6 24 24 7 3 33 12 7 26 18 30 10 27 1 28 31 5 5 17 28 17 2 15 14 21 13 14 19 35 28 17 30 10 1 29 18 1 25 22 12 3 11 27 24 18 9 4 24 1 8 15 24 19 21 27 29 34 3 22 26 9 5 11 28 18 33 35 27 9 31 26 2 27 3 32 33 27 18 7 20 5 35 4 29 18 9 16 16 15 1 21 35 24 14 9 1 20 26 5 9 30 1 11 16 14 22 20 32 9 1 11 15 16 23 18 18 28 35 22 20 33 7 22 26 16 10 24 7 35 11 16 5 25 10 10 20 4 14 6 30 28 4 11 8 27 21 7 20 17 1 20 5 7 5 32 23 18 3 24 33 23 15 17 30 2 6 25 28 30 2 28 4 26 4 12 3 22 30 19 27 19 6 4 6 29 34 11 21 15 16 28 27 24 25 2 12 12 33 24 22 35 20 3 24 23 27 8 6 4 1 25 23 10 24 26 6 5 19 11 21 7 17 26 7 1 9 6 5 8 8 26 11 20 24 27 31 23 35 18 6 14 24 6 5 20 5 10 35 23 29 22 17 32 17 19 14 11 11 35 16 23 11 17 35 3 9 35 6 15 33 17 15 30 31 13 23 10 16 19 32 24 15 26 5 32 3 22 18 10 3 4 5 2 2 28 23 32 33 2 9 18 5 4 33 35 28 7 17 6 16 8 4 34 15 10 34 25 12 17 3 24 7 16 5 22 2 19 1 35 35 20 11 32 27 17 14 29 11 9 2 8 3 10 22 20 25 16 28 23 18 35 16 7 17 11 3 9 18 10 26 34 14 4 18 6 8 17 14 28 4 21 17 11 8 33 2 27 22 3 5 17 24 3 17 25 19 7 3 21 20 28 33 12 19 27 34 19 21 23 17 35 34 7 8 2 27 18 10 15 31 6 8 8 4 28 12 28 9 30 19 10 22 19 31 28 30 26 17 1 13 4 4 35 23 1 23 33 2 10 6 27 26 14 14 30 28 32 14 25 17 16 35 14 33 6 31 28 17 1 17 28 6 34 20 18 11 11 21 14 27 9 30 28 1:  3.17776%
2:  3.47567%
3:  3.17776%
4:  3.77358%
5:  2.97915%
6:  2.68123%
7:  2.58193%
8:  2.18471%
9:  3.27706%
10:  3.37637%
11:  3.67428%
12:  1.9861%
13:  1.58888%
14:  2.38332%
15:  2.68123%
16:  2.58193%
17:  3.77358%
18:  3.47567%
19:  2.78054%
20:  2.68123%
21:  2.48262%
22:  2.97915%
23:  3.57498%
24:  3.47567%
25:  2.78054%
26:  2.58193%
27:  2.78054%
28:  3.77358%
29:  2.48262%
30:  2.18471%
31:  1.78749%
32:  2.58193%
33:  3.27706%
34:  1.88679%
35:  3.07845%


-- 33 --a:1  --b:20 ---
14 16 11 3 5 19 12 12 14 6 4 1 15 10 1 4 11 5 10 19 17 4 15 18 9 18 11 14 5 9 8 15 5 16 10 11 4 2 13 9 17 17 6 12 9 11 10 1 13 10 17 12 13 19 13 7 4 10 18 18 1 9 5 17 3 3 19 12 1 19 1 7 11 2 16 4 4 3 6 1 8 10 1 14 1 14 14 10 12 1 9 10 17 16 16 12 5 16 4 6 14 15 18 4 5 2 17 2 16 8 17 2 14 17 10 5 11 3 9 2 4 10 12 5 18 3 19 18 8 2 10 10 2 13 10 2 5 14 11 2 13 5 8 19 7 2 4 9 10 13 3 13 4 14 14 15 12 10 13 9 18 10 1 9 7 5 17 4 19 17 11 7 12 4 15 16 14 6 17 7 19 11 4 8 17 11 1 15 12 3 17 3 10 2 16 9 17 8 19 10 1 19 12 18 12 2 16 11 5 7 10 7 1 19 3 4 9 8 5 4 12 12 8 6 11 8 4 18 9 15 18 19 2 10 12 9 11 11 5 13 2 18 13 10 12 3 17 9 15 8 3 4 12 1 10 1 5 15 18 19 15 9 15 16 8 18 12 11 16 7 17 18 2 15 6 18 8 4 1 10 9 3 10 4 8 13 15 19 7 1 16 16 8 9 13 15 14 10 15 9 10 7 5 2 1 17 16 17 3 12 12 4 6 4 19 1 13 8 12 9 15 17 9 9 17 15 8 19 15 7 14 6 4 8 10 13 18 17 6 3 6 9 11 12 12 1 17 18 13 16 16 5 4 12 6 19 16 2 13 12 6 2 5 8 1 1 4 12 12 17 12 14 17 12 8 14 3 8 4 8 5 7 4 7 1 7 17 12 7 19 13 8 18 7 11 10 3 18 17 8 11 9 19 19 10 3 8 7 10 7 16 9 15 1 5 6 1 11 2 8 1 5 9 19 7 5 16 19 17 12 12 15 17 5 19 1 4 9 19 7 18 15 3 14 12 14 8 15 9 3 18 16 16 10 10 11 9 2 7 12 13 5 7 19 1 16 11 2 18 9 7 10 4 2 10 3 10 15 9 8 11 15 17 5 14 7 15 2 10 9 14 1 8 17 18 16 2 1 14 18 6 19 18 14 6 16 6 18 18 1 18 11 1 2 1 4 14 13 15 6 2 1 18 4 9 5 9 7 9 13 11 17 3 7 9 5 6 2 12 13 13 15 11 11 19 9 2 8 6 15 13 7 7 19 8 5 19 7 9 19 15 18 2 7 13 13 11 12 12 11 8 12 17 18 12 3 14 16 4 5 7 8 16 4 10 10 13 10 15 11 19 15 3 5 9 12 9 7 5 10 18 3 16 7 13 6 9 4 14 13 9 1 15 14 4 12 16 17 18 13 10 15 5 14 9 13 10 14 19 2 16 14 11 17 16 13 13 3 10 2 14 14 17 10 18 17 16 3 6 10 6 9 5 12 16 8 6 7 5 11 4 19 15 6 4 5 12 17 6 4 16 6 13 6 5 8 16 2 1 14 14 16 3 7 15 3 11 1 19 15 5 19 4 13 18 3 6 16 19 5 7 8 19 3 5 3 10 4 17 3 2 18 5 5 2 6 4 14 8 8 11 1 1 13 16 18 13 12 19 17 18 9 4 18 13 15 6 8 2 15 16 12 17 18 9 14 8 10 9 13 14 17 12 13 6 14 7 16 13 11 8 3 14 16 13 14 13 4 1 11 7 5 9 2 5 14 1 1 6 17 15 5 4 15 14 9 12 6 2 14 14 7 19 2 16 14 7 11 19 2 14 19 2 13 15 11 8 11 3 15 13 14 3 6 16 13 1 7 18 16 10 15 1 5 12 2 11 14 11 13 17 11 5 2 1 8 10 11 4 14 8 2 16 8 17 6 4 11 5 4 11 11 17 1 7 16 11 1 4 6 8 2 12 8 6 11 4 14 2 17 16 15 14 13 11 9 19 12 15 19 7 13 15 9 1 16 18 12 8 4 12 14 19 6 9 12 13 3 6 2 7 9 14 5 14 14 10 15 2 6 19 1 9 6 14 10 11 19 17 5 3 10 14 15 6 19 12 19 6 17 18 17 19 8 10 16 1 3 15 8 14 9 9 1 1 8 19 13 19 3 4 8 17 5 17 6 11 5 18 8 13 4 15 8 8 14 13 8 7 15 3 1 6 16 14 17 8 17 3 6 15 12 13 2 11 5 17 17 15 15 2 4 2 12 2 15 10 14 2 6 15 5 8 17 6 4 10 5 16 16 2 1:  5.34125%
2:  5.34125%
3:  4.1543%
4:  5.44016%
5:  5.44016%
6:  4.84669%
7:  4.54995%
8:  5.73689%
9:  5.53907%
10:  5.53907%
11:  5.14342%
12:  5.63798%
13:  5.34125%
14:  5.93472%
15:  5.63798%
16:  5.14342%
17:  5.63798%
18:  4.45104%
19:  5.14342%


-- 34 --a:1  --b:38 ---
6 36 1 18 3 8 18 19 27 31 21 20 29 29 11 9 32 19 13 35 17 15 10 28 30 1 27 5 31 7 33 14 16 19 33 19 7 16 32 4 19 31 12 27 37 3 10 34 6 18 4 30 33 26 7 11 34 13 16 18 8 10 32 7 16 28 31 32 23 22 29 28 22 26 32 17 16 1 16 20 11 17 24 28 20 15 10 8 25 27 24 24 9 7 3 16 3 29 28 24 26 13 35 31 16 31 19 22 16 9 37 33 9 13 34 7 33 12 35 17 34 37 4 8 11 29 10 13 23 31 25 28 16 19 18 15 21 12 7 19 2 20 4 19 24 5 33 14 3 20 17 7 29 36 27 15 24 23 28 34 12 35 26 23 29 8 10 16 2 4 24 29 3 30 13 7 27 2 2 12 10 3 5 16 5 24 25 7 26 34 31 22 13 27 33 7 6 4 30 36 15 18 17 23 8 10 6 11 30 4 13 9 20 13 26 27 25 7 24 10 25 18 1 7 16 25 10 15 26 6 25 35 30 34 37 15 2 15 37 37 24 12 9 21 7 35 11 18 36 10 14 30 29 6 1 13 5 17 15 6 23 37 2 24 35 23 36 23 37 25 23 37 32 30 31 18 30 21 35 15 10 3 16 14 14 6 20 12 12 17 11 15 8 36 27 9 19 34 21 11 34 32 10 4 18 1 19 17 13 16 15 24 30 35 28 35 35 2 3 28 34 15 19 6 6 8 12 3 8 31 36 12 20 26 9 33 31 32 29 32 34 31 27 2 19 34 25 16 27 17 27 11 26 32 29 31 18 26 11 25 7 20 5 9 33 35 37 8 17 37 1 35 10 29 11 16 12 23 18 4 33 3 6 27 27 15 6 31 10 3 35 9 30 18 11 4 37 36 15 14 12 7 23 30 36 3 22 31 36 4 10 17 25 13 3 16 13 12 6 35 21 10 31 29 32 11 5 21 35 31 15 15 22 16 11 18 6 4 4 21 35 8 26 9 18 14 29 22 12 30 35 26 30 23 35 1 22 4 6 20 5 37 19 29 5 24 21 34 16 12 4 24 18 9 26 5 17 16 27 22 2 3 27 13 2 3 5 3 7 33 22 26 28 17 2 35 32 11 24 10 27 18 19 25 31 3 2 14 14 19 10 7 6 28 26 4 21 7 2 11 32 2 31 9 17 36 26 11 14 32 33 20 29 36 10 7 9 35 6 1 37 25 32 26 1 34 33 37 3 15 23 21 5 8 3 5 13 35 7 5 3 8 36 20 2 25 11 7 35 17 33 21 36 29 20 17 33 30 16 37 6 1 13 24 11 1 16 14 1 12 21 23 7 28 7 13 10 16 27 8 1 5 22 7 10 35 24 1 5 16 2 35 14 1 37 25 37 20 24 7 24 1 13 26 11 17 34 24 20 25 13 15 26 36 36 10 21 10 33 34 30 29 7 13 28 3 37 16 28 3 31 25 31 37 36 3 8 30 15 13 18 25 6 32 1 14 10 29 15 21 5 8 21 11 27 11 16 4 18 11 2 32 24 11 26 20 28 14 8 35 34 21 11 6 16 28 8 20 17 30 27 18 16 18 14 20 23 33 21 4 18 12 18 37 3 2 1 34 34 21 2 17 10 24 20 1 7 24 30 3 17 27 22 20 13 37 21 29 13 37 30 18 7 18 23 33 31 5 25 37 26 20 35 13 6 26 13 28 14 12 3 13 20 28 13 24 36 18 34 8 28 37 10 26 17 35 8 19 29 14 9 23 6 10 20 22 29 16 7 9 22 26 2 11 20 6 22 22 36 13 37 25 34 31 36 1 21 6 19 24 8 22 25 9 23 12 1 17 2 10 1 7 16 20 16 29 16 29 24 25 33 9 16 23 32 2 1 30 11 36 1 24 3 21 8 32 27 19 12 18 4 27 12 9 24 32 30 20 1 12 13 8 4 21 37 8 7 4 33 29 21 7 23 4 20 30 10 3 31 36 6 10 21 6 28 18 8 12 37 19 20 30 23 25 32 7 30 11 9 9 2 5 12 33 21 16 19 29 28 28 31 29 20 11 23 2 25 32 2 18 19 22 5 29 19 25 19 25 22 4 23 5 20 11 29 2 8 30 6 1 12 21 18 13 5 20 36 23 6 16 20 17 13 15 31 25 28 11 25 34 5 35 21 11 15 5 34 12 8 36 28 35 34 18 4 26 33 12 4 27 25 26 9 21 35 9 5 28 34 28 4 22 18 37 29 8 20 26 7 10 13 14 14 17 5 32 2 26 34 25 12 22 1 28 8 19 1 35 21 4 21 1 29 6 6 34 32 22 37 4 25 37 15 14 34 1:  2.89855%
2:  2.6087%
3:  2.80193%
4:  2.70531%
5:  2.51208%
6:  2.89855%
7:  3.38164%
8:  2.80193%
9:  2.22222%
10:  3.09179%
11:  3.09179%
12:  2.70531%
13:  3.09179%
14:  1.93237%
15:  2.31884%
16:  3.47826%
17:  2.41546%
18:  3.09179%
19:  2.41546%
20:  3.18841%
21:  2.99517%
22:  2.1256%
23:  2.31884%
24:  2.70531%
25:  2.99517%
26:  2.70531%
27:  2.31884%
28:  2.6087%
29:  2.99517%
30:  2.51208%
31:  2.51208%
32:  2.31884%
33:  2.1256%
34:  2.70531%
35:  3.09179%
36:  2.31884%
37:  2.99517%


-- 35 --a:1  --b:22 ---
3 5 18 14 15 13 19 10 16 20 13 7 4 20 20 10 4 3 19 4 17 6 13 13 7 16 16 14 13 12 17 5 1 14 13 16 3 10 9 12 21 19 14 19 2 12 16 21 9 3 5 8 9 20 17 11 15 4 12 18 19 18 9 16 13 4 9 11 8 10 7 20 14 21 18 12 2 4 12 11 6 8 14 19 19 20 6 13 1 10 17 16 4 11 12 20 17 3 18 3 16 16 19 10 8 9 18 10 12 9 2 21 19 17 18 13 17 3 10 15 9 2 8 8 18 14 3 10 20 6 18 20 20 8 11 15 12 7 10 13 18 18 12 10 15 7 6 20 1 15 18 9 19 15 18 15 3 10 10 21 21 19 7 6 13 17 20 5 3 1 7 1 9 10 12 18 21 10 14 20 11 8 8 15 9 13 1 4 20 20 12 19 2 2 5 21 9 21 21 18 1 6 10 9 2 13 1 15 1 15 21 5 15 21 1 3 4 13 20 12 8 10 14 5 17 12 2 2 18 11 2 7 10 15 11 11 16 7 11 14 21 5 8 15 18 12 20 2 4 4 17 14 10 19 21 20 5 14 13 10 3 12 19 17 18 9 8 4 3 13 21 15 13 11 17 3 2 18 9 5 5 7 11 13 17 14 6 8 13 10 1 14 16 11 10 13 10 9 11 17 7 13 13 18 10 18 12 21 11 19 7 9 12 7 4 11 14 11 17 8 14 1 17 10 11 20 11 16 1 12 3 9 9 17 13 2 2 3 8 4 16 3 15 1 2 9 6 8 8 16 17 6 4 17 18 17 18 11 17 3 3 5 8 5 18 15 1 18 20 20 1 6 15 3 1 3 11 1 21 8 18 3 11 1 21 2 21 2 1 8 1 12 9 8 2 11 7 17 18 10 12 12 2 20 2 3 20 6 13 4 13 18 1 17 5 20 3 2 11 9 7 14 12 7 4 11 20 7 9 17 4 5 1 7 6 3 9 2 8 6 9 11 21 19 9 1 1 2 2 1 18 13 12 9 12 7 1 16 12 4 8 21 14 7 8 13 16 19 16 5 4 10 3 1 2 10 14 1 8 5 16 21 17 18 18 5 4 20 15 1 2 14 18 12 16 20 2 19 4 19 2 15 15 11 14 10 15 14 15 18 16 5 7 12 2 4 17 1 7 14 20 21 17 8 15 5 8 11 17 4 13 14 10 21 17 16 11 18 1 11 5 1 9 4 9 17 8 8 19 16 17 9 3 7 2 3 7 16 2 21 2 4 5 3 14 14 6 17 12 8 20 19 21 15 6 4 10 13 16 9 13 10 5 2 15 18 12 1 17 3 8 18 18 14 5 8 10 11 4 9 5 14 8 15 11 4 7 9 17 2 11 2 3 5 20 5 15 20 16 3 21 4 2 19 5 5 8 15 4 18 20 12 11 11 19 10 7 2 12 11 2 19 12 9 18 7 5 6 11 16 14 19 11 12 14 19 14 8 10 3 17 17 12 6 6 8 20 18 14 8 3 13 17 4 18 2 12 10 18 8 11 3 12 5 7 18 2 2 7 18 11 2 5 16 16 7 10 11 3 3 5 10 20 18 18 2 2 3 6 10 17 20 14 18 19 1 18 17 2 5 21 11 15 21 1 2 10 13 16 11 3 7 6 18 6 6 12 5 2 1 6 11 15 8 14 11 2 7 12 12 13 14 20 5 5 15 1 7 9 5 1 6 18 9 6 11 10 9 3 20 5 18 15 1 13 2 18 12 13 15 12 10 10 12 4 7 13 6 4 21 3 16 5 5 16 9 1 12 17 20 3 3 1 21 12 8 14 2 4 4 14 11 9 13 7 4 18 9 8 6 16 18 5 13 17 10 21 3 5 12 14 12 4 2 17 13 15 7 17 12 5 17 21 17 2 15 7 14 13 14 12 14 7 17 9 10 15 15 18 15 18 8 12 10 18 6 17 4 9 4 3 15 15 15 17 12 21 6 8 6 3 15 5 9 19 11 7 4 12 7 6 9 10 12 16 6 10 11 19 6 4 21 6 19 7 11 8 4 9 16 2 8 15 7 21 17 21 2 15 13 19 5 9 16 8 11 16 21 1 13 4 16 15 18 1 9 9 4 4 21 21 15 6 19 7 8 5 2 3 3 7 21 11 2 12 4 17 3 20 4 21 20 9 21 18 18 1 20 21 7 6 3 8 20 5 7 5 18 9 4 17 10 5 2 15 3 9 2 6 18 7 9 9 7 4 5 4 5 17 8 16 12 13 12 6 11 1:  4.47316%
2:  5.76541%
3:  5.06958%
4:  5.06958%
5:  5.16899%
6:  3.87674%
7:  4.77137%
8:  4.87078%
9:  5.26839%
10:  4.87078%
11:  5.26839%
12:  5.5666%
13:  4.27435%
14:  4.07555%
15:  4.77137%
16:  3.77734%
17:  5.16899%
18:  6.16302%
19:  3.18091%
20:  4.17495%
21:  4.37376%


-- 36 --a:1  --b:38 ---
1 35 10 29 11 16 12 23 18 4 33 3 6 27 27 15 6 31 10 3 35 9 30 18 11 4 37 36 15 14 12 7 23 30 36 3 22 31 36 4 10 17 25 13 3 16 13 12 6 35 21 10 31 29 32 11 5 21 35 31 15 15 22 16 11 18 6 4 4 21 35 8 26 9 18 14 29 22 12 30 35 26 30 23 35 1 22 4 6 20 5 37 19 29 5 24 21 34 16 12 4 24 18 9 26 5 17 16 27 22 2 3 27 13 2 3 5 3 7 33 22 26 28 17 2 35 32 11 24 10 27 18 19 25 31 3 2 14 14 19 10 7 6 28 26 4 21 7 2 11 32 2 31 9 17 36 26 11 14 32 33 20 29 36 10 7 9 35 6 1 37 25 32 26 1 34 33 37 3 15 23 21 5 8 3 5 13 35 7 5 3 8 36 20 2 25 11 7 35 17 33 21 36 29 20 17 33 30 16 37 6 1 13 24 11 1 16 14 1 12 21 23 7 28 7 13 10 16 27 8 1 5 22 7 10 35 24 1 5 16 2 35 14 1 37 25 37 20 24 7 24 1 13 26 11 17 34 24 20 25 13 15 26 36 36 10 21 10 33 34 30 29 7 13 28 3 37 16 28 3 31 25 31 37 36 3 8 30 15 13 18 25 6 32 1 14 10 29 15 21 5 8 21 11 27 11 16 4 18 11 2 32 24 11 26 20 28 14 8 35 34 21 11 6 16 28 8 20 17 30 27 18 16 18 14 20 23 33 21 4 18 12 18 37 3 2 1 34 34 21 2 17 10 24 20 1 7 24 30 3 17 27 22 20 13 37 21 29 13 37 30 18 7 18 23 33 31 5 25 37 26 20 35 13 6 26 13 28 14 12 3 13 20 28 13 24 36 18 34 8 28 37 10 26 17 35 8 19 29 14 9 23 6 10 20 22 29 16 7 9 22 26 2 11 20 6 22 22 36 13 37 25 34 31 36 1 21 6 19 24 8 22 25 9 23 12 1 17 2 10 1 7 16 20 16 29 16 29 24 25 33 9 16 23 32 2 1 30 11 36 1 24 3 21 8 32 27 19 12 18 4 27 12 9 24 32 30 20 1 12 13 8 4 21 37 8 7 4 33 29 21 7 23 4 20 30 10 3 31 36 6 10 21 6 28 18 8 12 37 19 20 30 23 25 32 7 30 11 9 9 2 5 12 33 21 16 19 29 28 28 31 29 20 11 23 2 25 32 2 18 19 22 5 29 19 25 19 25 22 4 23 5 20 11 29 2 8 30 6 1 12 21 18 13 5 20 36 23 6 16 20 17 13 15 31 25 28 11 25 34 5 35 21 11 15 5 34 12 8 36 28 35 34 18 4 26 33 12 4 27 25 26 9 21 35 9 5 28 34 28 4 22 18 37 29 8 20 26 7 10 13 14 14 17 5 32 2 26 34 25 12 22 1 28 8 19 1 35 21 4 21 1 29 6 6 34 32 22 37 4 25 37 15 14 34 31 15 6 33 10 7 30 24 31 10 10 29 13 21 24 27 6 33 12 12 28 28 33 2 26 1 35 22 7 28 26 3 37 8 37 10 29 24 15 5 35 33 21 1 29 1 12 11 8 8 36 31 14 10 19 33 22 28 33 29 20 23 24 27 33 32 28 24 20 8 1 28 21 9 19 29 32 19 10 14 37 18 31 10 23 9 35 10 29 16 10 35 33 32 5 6 14 31 11 19 22 19 30 17 16 11 17 2 22 34 11 9 1 29 4 1 22 14 34 31 25 2 1 2 10 1 35 18 2 35 4 37 30 37 29 37 29 33 5 9 34 19 36 10 18 3 16 14 28 11 14 35 22 8 12 2 5 1 11 1 26 10 6 18 24 8 18 15 36 1 22 3 22 21 3 36 18 14 17 2 16 24 25 37 19 26 8 22 37 10 11 18 1 15 12 34 31 35 17 22 27 18 21 30 6 7 27 18 30 37 36 31 19 24 11 25 36 15 12 7 32 19 5 7 24 13 9 35 35 23 34 18 25 21 21 8 2 21 9 17 24 20 15 8 22 21 9 9 9 17 22 15 17 4 20 15 30 37 24 16 2 14 20 34 32 33 35 18 14 31 27 24 34 37 18 9 32 20 2 5 5 26 27 30 19 16 11 6 28 24 31 7 21 18 7 32 29 33 18 30 29 3 22 35 4 34 9 20 32 21 11 26 27 17 2 29 8 33 6 29 36 18 3 18 19 26 15 2 4 15 17 34 3 25 25 31 8 14 6 1 37 20 16 7 5 22 1:  3.65974%
2:  3.06627%
3:  2.57171%
4:  2.4728%
5:  2.76954%
6:  2.76954%
7:  2.76954%
8:  2.96736%
9:  2.4728%
10:  3.16518%
11:  3.16518%
12:  2.37389%
13:  2.27498%
14:  2.4728%
15:  2.07715%
16:  2.67062%
17:  2.27498%
18:  3.65974%
19:  2.27498%
20:  3.16518%
21:  3.65974%
22:  3.16518%
23:  1.78042%
24:  2.86845%
25:  2.67062%
26:  2.4728%
27:  1.87933%
28:  2.57171%
29:  3.2641%
30:  2.37389%
31:  2.37389%
32:  2.17606%
33:  2.4728%
34:  2.4728%
35:  3.16518%
36:  2.37389%
37:  3.16518%


-- 37 --a:1  --b:29 ---
27 22 15 23 3 20 18 10 18 10 4 11 24 24 24 5 1 12 4 1 22 25 6 13 1 13 22 24 15 3 11 22 21 22 11 3 18 8 7 2 28 23 22 22 15 5 2 15 23 11 7 24 11 3 26 12 9 20 2 17 13 27 13 11 27 25 22 3 19 20 24 2 18 23 7 21 12 21 4 11 27 28 9 24 25 12 22 14 27 3 16 2 8 27 9 4 21 12 9 15 8 16 16 1 25 27 5 16 19 21 8 2 5 4 1 7 28 14 22 13 2 26 16 12 11 24 24 15 9 3 7 22 8 19 16 14 10 4 4 5 18 27 8 15 23 7 18 19 16 13 9 12 4 5 9 22 1 25 21 17 22 7 15 18 9 19 21 12 2 11 10 15 21 14 13 28 10 1 15 26 15 18 3 18 27 28 24 21 17 16 25 25 8 11 19 22 23 25 2 17 1 8 5 2 24 2 17 14 2 17 28 16 9 28 16 18 5 10 21 7 13 17 19 1 27 19 7 1 13 11 24 27 23 9 13 10 19 23 15 4 5 8 24 17 8 18 25 21 5 22 24 4 25 16 26 14 15 8 4 25 21 16 24 23 11 2 17 5 6 19 8 6 16 10 7 11 2 26 12 5 22 1 11 18 13 5 18 18 12 24 7 23 26 11 9 5 5 23 25 7 26 27 18 16 21 5 25 19 21 5 7 1 24 10 17 3 19 13 27 8 6 18 28 15 17 13 17 25 11 9 5 3 11 8 18 10 26 12 7 25 9 2 14 4 18 9 5 16 16 28 3 11 3 17 5 3 13 11 11 16 9 3 20 3 24 6 21 25 26 22 25 24 16 26 21 25 22 7 15 16 17 6 2 25 24 7 13 18 20 6 12 19 16 15 6 4 8 8 7 18 9 28 26 19 20 28 13 26 5 15 8 28 16 12 8 20 11 9 13 18 17 9 3 13 12 11 15 8 20 23 18 5 27 15 12 17 10 12 11 28 13 20 4 21 24 9 26 19 9 9 22 19 24 27 10 17 15 28 5 8 21 9 4 25 21 18 23 27 28 18 18 2 1 27 9 4 19 20 24 24 21 10 12 19 28 26 25 2 10 27 22 21 24 12 19 24 28 24 9 15 28 14 13 28 12 21 28 17 2 24 22 15 11 1 4 22 26 10 11 6 17 18 16 18 10 15 15 15 3 5 21 27 1 6 10 15 12 9 19 25 21 11 19 14 27 23 3 12 16 20 17 25 26 6 25 7 27 19 14 18 1 4 9 23 2 15 22 28 14 24 21 2 8 27 5 19 16 2 1 25 23 7 15 13 11 9 22 25 8 16 9 4 18 28 28 22 13 26 28 15 19 16 10 3 7 28 18 9 26 25 10 3 6 25 14 20 9 28 4 18 22 27 28 14 20 10 22 20 5 21 26 18 9 11 17 10 12 9 1 24 16 16 20 18 28 2 23 14 4 5 4 26 3 15 23 26 13 12 13 11 6 1 20 4 14 22 23 14 13 10 11 16 5 5 19 10 1 7 13 17 17 9 27 15 20 4 8 4 9 17 3 5 27 26 12 4 28 28 24 19 14 15 23 27 5 8 15 19 18 13 24 13 24 9 7 4 27 14 10 27 5 27 12 17 28 2 8 8 3 18 24 5 14 4 11 14 23 2 11 24 7 17 16 21 27 22 5 24 8 2 17 6 23 17 9 12 11 24 15 19 26 11 10 1 18 10 24 11 26 23 2 14 2 4 12 16 9 18 26 4 26 14 14 14 24 6 9 1 11 13 8 24 6 11 26 3 17 24 7 2 19 1 23 19 22 28 28 27 25 4 6 10 14 1 25 2 9 1 10 17 8 20 18 9 7 2 4 21 23 28 10 4 10 23 4 24 5 20 7 25 11 20 22 10 14 28 18 7 3 4 1 5 23 20 15 24 19 24 3 10 17 25 12 7 17 7 27 28 19 12 19 6 27 19 14 16 17 28 20 7 1 9 13 4 3 1 3 13 15 15 25 21 19 28 23 2 26 17 8 19 24 14 16 5 17 8 13 25 4 21 16 15 16 5 23 17 13 6 19 7 14 23 14 11 7 18 10 9 14 21 19 27 3 21 24 22 24 7 20 20 6 18 18 18 14 21 20 23 16 21 23 26 24 16 4 18 15 17 18 15 15 6 26 26 18 25 20 9 1 24 14 24 7 27 26 24 4 4 7 4 24 12 22 21 9 17 19 5 16 6 20 23 25 9 25 16 7 19 22 11 6 15 17 28 12 18 11 8 28 26 13 2 14 16 1 28 3 18 7 2 6 26 15 23 10 11 24 7 6 25 5 26 10 25 11 13 1:  2.89575%
2:  3.28185%
3:  2.89575%
4:  3.95753%
5:  3.861%
6:  2.41313%
7:  3.66795%
8:  3.0888%
9:  4.34363%
10:  3.37838%
11:  4.15058%
12:  2.99228%
13:  3.37838%
14:  3.28185%
15:  4.15058%
16:  3.861%
17:  3.76448%
18:  4.6332%
19:  3.861%
20:  2.60618%
21:  3.37838%
22:  3.28185%
